run,status,label,eval_label,horizon_years,feature_set,seed,grid_params,sampled_params,config_hash,n_test,effective_n,base_rate,pr_auc,roc_auc,brier,base_rate_brier,precision_at_20,conf_at_20,recall_at_20
forest_random_search_3y-2seeds__label_3y_beat_spy__r29__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 7, ""max_features"": 0.593902, ""max_samples"": 0.373435, ""min_samples_leaf"": 134, ""n_estimators"": 470}",aa96e37e8ae24b1a,256351,8215.438550146824,0.3535010191664152,0.4642274261713445,0.6251445122410024,0.23716456005792216,0.22853804861472096,0.578125,0.7623094544870123,0.0019879647539222008
forest_random_search_3y-2seeds__label_3y_beat_spy__r28__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 7, ""max_features"": 0.222846, ""max_samples"": 0.251701, ""min_samples_leaf"": 133, ""n_estimators"": 418}",20aeb4f21145106e,256351,8215.438550146824,0.3535010191664152,0.46713767352070523,0.6257370578920092,0.23721287215237333,0.22853804861472096,0.578125,0.7336944410865281,0.0019879647539222008
forest_random_search_3y-2seeds__label_3y_beat_spy__r24__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": 0.867212, ""max_samples"": 0.427888, ""min_samples_leaf"": 38, ""n_estimators"": 389}",455506340eab0d30,256351,8215.438550146824,0.3535010191664152,0.46296574357561543,0.6227703806598894,0.239239687632571,0.22853804861472096,0.575,0.7188335101373252,0.001977218998495594
forest_random_search_3y-2seeds__label_3y_beat_spy__r6__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": 0.231146, ""max_samples"": 0.541524, ""min_samples_leaf"": 220, ""n_estimators"": 247}",3158970d501833b2,256351,8215.438550146824,0.3535010191664152,0.4669708501159442,0.6227323185723176,0.23940418638992972,0.22853804861472096,0.575,0.6548554182228382,0.001977218998495594
forest_random_search_3y-2seeds__label_3y_beat_spy__r13__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.668143, ""max_samples"": 0.435548, ""min_samples_leaf"": 123, ""n_estimators"": 145}",95acf39e0a560b6d,256351,8215.438550146824,0.3535010191664152,0.4635744468772921,0.6244351355323057,0.23745502851442585,0.22853804861472096,0.571875,0.7570565422170463,0.001966473243068988
forest_random_search_3y-2seeds__label_3y_beat_spy__r27__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 11, ""max_features"": 0.453436, ""max_samples"": 0.220807, ""min_samples_leaf"": 98, ""n_estimators"": 133}",bcdf57bc01b2ee56,256351,8215.438550146824,0.3535010191664152,0.4649271648771662,0.6259485407744454,0.23740304306198376,0.22853804861472096,0.571875,0.7592783394197956,0.001966473243068988
forest_random_search_3y-2seeds__label_3y_beat_spy__r13__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.668143, ""max_samples"": 0.435548, ""min_samples_leaf"": 123, ""n_estimators"": 145}",d90c22f906167cc8,256351,8215.438550146824,0.3535010191664152,0.46389604709502463,0.6250741904679658,0.2373046925107857,0.22853804861472096,0.571875,0.7569069616640698,0.001966473243068988
forest_random_search_3y-2seeds__label_3y_beat_spy__r6__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": 0.231146, ""max_samples"": 0.541524, ""min_samples_leaf"": 220, ""n_estimators"": 247}",d48667cd34c1d0c1,256351,8215.438550146824,0.3535010191664152,0.4659016388848939,0.6220929957241395,0.2401395927501794,0.22853804861472096,0.56875,0.653746026343248,0.0019557274876423813
forest_random_search_3y-2seeds__label_3y_beat_spy__r48__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 4, ""max_features"": 0.205191, ""max_samples"": 0.663781, ""min_samples_leaf"": 72, ""n_estimators"": 490}",a4175a5f738e0a22,256351,8215.438550146824,0.3535010191664152,0.4665987459724292,0.6245416830716977,0.23901328069159844,0.22853804861472096,0.56875,0.684310314313893,0.0019557274876423813
forest_random_search_3y-2seeds__label_3y_beat_spy__r17__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 9, ""max_features"": 0.573477, ""max_samples"": 0.591949, ""min_samples_leaf"": 170, ""n_estimators"": 365}",37022f2857d7b12d,256351,8215.438550146824,0.3535010191664152,0.46393099376378977,0.6256306595385585,0.2364073816639669,0.22853804861472096,0.56875,0.7730295479654562,0.0019557274876423813
forest_random_search_3y-2seeds__label_3y_beat_spy__r46__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": 0.203558, ""max_samples"": 0.453165, ""min_samples_leaf"": 187, ""n_estimators"": 407}",befa9bf5b8d32a3d,256351,8215.438550146824,0.3535010191664152,0.4672788415761139,0.6262652798603059,0.2362937847516368,0.22853804861472096,0.56875,0.7444300154134925,0.0019557274876423813
forest_random_search_3y-2seeds__label_3y_beat_spy__r18__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": 0.791917, ""max_samples"": 0.283486, ""min_samples_leaf"": 22, ""n_estimators"": 142}",3002fec9eb781143,256351,8215.438550146824,0.3535010191664152,0.46377512377309726,0.6264224112431696,0.2362628707709829,0.22853804861472096,0.565625,0.7779171462494833,0.0019449817322157747
forest_random_search_3y-2seeds__label_3y_beat_spy__r12__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": 0.76362, ""max_samples"": 0.429458, ""min_samples_leaf"": 125, ""n_estimators"": 114}",cb7dd53cfb7286a2,256351,8215.438550146824,0.3535010191664152,0.46338703619442667,0.6253833823142967,0.2364965310438885,0.22853804861472096,0.565625,0.7779734843084716,0.0019449817322157747
forest_random_search_3y-2seeds__label_3y_beat_spy__r25__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 14, ""max_features"": 0.250257, ""max_samples"": 0.628307, ""min_samples_leaf"": 230, ""n_estimators"": 332}",bad94b4837f37382,256351,8215.438550146824,0.3535010191664152,0.4659611370218077,0.6259922670530236,0.23638343200201134,0.22853804861472096,0.565625,0.7533394644536785,0.0019449817322157747
forest_random_search_3y-2seeds__label_3y_beat_spy__r41__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 7, ""max_features"": 0.417609, ""max_samples"": 0.247233, ""min_samples_leaf"": 221, ""n_estimators"": 365}",330519431da7eb43,256351,8215.438550146824,0.3535010191664152,0.4656972080486468,0.6246600889110697,0.2381704955827076,0.22853804861472096,0.565625,0.7361121249890432,0.0019449817322157747
forest_random_search_3y-2seeds__label_3y_beat_spy__r21__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": 0.407541, ""max_samples"": 0.243825, ""min_samples_leaf"": 29, ""n_estimators"": 352}",28c4f9398b7d8d57,256351,8215.438550146824,0.3535010191664152,0.46499662713165113,0.6279542964272149,0.23569031009279773,0.22853804861472096,0.565625,0.7803691909265238,0.0019449817322157747
forest_random_search_3y-2seeds__label_3y_beat_spy__r10__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 14, ""max_features"": 0.429357, ""max_samples"": 0.344164, ""min_samples_leaf"": 180, ""n_estimators"": 355}",1adf175426b532f7,256351,8215.438550146824,0.3535010191664152,0.46466372153279056,0.6250363022032301,0.23719887348089502,0.22853804861472096,0.5625,0.7549210362514103,0.0019342359767891683
forest_random_search_3y-2seeds__label_3y_beat_spy__r8__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": 0.504349, ""max_samples"": 0.313455, ""min_samples_leaf"": 173, ""n_estimators"": 477}",84ec555c589d170e,256351,8215.438550146824,0.3535010191664152,0.4648436040317751,0.62301075045134,0.23975510733763558,0.22853804861472096,0.5625,0.7086242513613646,0.0019342359767891683
forest_random_search_3y-2seeds__label_3y_beat_spy__r41__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 7, ""max_features"": 0.417609, ""max_samples"": 0.247233, ""min_samples_leaf"": 221, ""n_estimators"": 365}",ce1a5b11037c4976,256351,8215.438550146824,0.3535010191664152,0.4662607048019577,0.6248562117810845,0.23814539583653968,0.22853804861472096,0.5625,0.7359869990401451,0.0019342359767891683
forest_random_search_3y-2seeds__label_3y_beat_spy__r26__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.467279, ""max_samples"": 0.513654, ""min_samples_leaf"": 131, ""n_estimators"": 137}",d18bc34c89c3cc76,256351,8215.438550146824,0.3535010191664152,0.4649017426911237,0.6264134484467538,0.23622570658259043,0.22853804861472096,0.5625,0.775114334437686,0.0019342359767891683
forest_random_search_3y-2seeds__label_3y_beat_spy__r24__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": 0.867212, ""max_samples"": 0.427888, ""min_samples_leaf"": 38, ""n_estimators"": 389}",df521ae3f37108a3,256351,8215.438550146824,0.3535010191664152,0.46246742652877143,0.6224141119860943,0.23919446520096405,0.22853804861472096,0.559375,0.7186744965355152,0.0019234902213625619
forest_random_search_3y-2seeds__label_3y_beat_spy__r9__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": 0.695225, ""max_samples"": 0.356183, ""min_samples_leaf"": 291, ""n_estimators"": 433}",e12bba2adef366e7,256351,8215.438550146824,0.3535010191664152,0.4630422989936988,0.6224203330458877,0.23898529819467326,0.22853804861472096,0.559375,0.7368804749308507,0.0019234902213625619
forest_random_search_3y-2seeds__label_3y_beat_spy__r12__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": 0.76362, ""max_samples"": 0.429458, ""min_samples_leaf"": 125, ""n_estimators"": 114}",eafbcec209b2b5c2,256351,8215.438550146824,0.3535010191664152,0.46290036796849454,0.6246865640316397,0.23653689032588493,0.22853804861472096,0.559375,0.7799738646735485,0.0019234902213625619
forest_random_search_3y-2seeds__label_3y_beat_spy__r14__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.639511, ""max_samples"": 0.47679, ""min_samples_leaf"": 121, ""n_estimators"": 418}",103241456f8d54dd,256351,8215.438550146824,0.3535010191664152,0.46404887093451075,0.6261781072782906,0.2362468293307051,0.22853804861472096,0.559375,0.7779827664837972,0.0019234902213625619
forest_random_search_3y-2seeds__label_3y_beat_spy__r11__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 14, ""max_features"": 0.106258, ""max_samples"": 0.593462, ""min_samples_leaf"": 170, ""n_estimators"": 180}",6268c9b38bf44e91,256351,8215.438550146824,0.3535010191664152,0.4664904118432895,0.6264868374540679,0.23577980255596184,0.22853804861472096,0.55625,0.7353979067991318,0.0019127444659359553
forest_random_search_3y-2seeds__label_3y_beat_spy__r17__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 9, ""max_features"": 0.573477, ""max_samples"": 0.591949, ""min_samples_leaf"": 170, ""n_estimators"": 365}",6eedf69f605be71d,256351,8215.438550146824,0.3535010191664152,0.46359498350993517,0.6256275198054546,0.2364642879068538,0.22853804861472096,0.553125,0.7735734749396233,0.0019019987105093489
forest_random_search_3y-2seeds__label_3y_beat_spy__r32__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.326929, ""max_samples"": 0.365784, ""min_samples_leaf"": 107, ""n_estimators"": 440}",28bc2c096527c9ed,256351,8215.438550146824,0.3535010191664152,0.46542715038072613,0.6269383004426795,0.23669923035174953,0.22853804861472096,0.553125,0.7607185509493819,0.0019019987105093489
forest_random_search_3y-2seeds__label_3y_beat_spy__r18__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": 0.791917, ""max_samples"": 0.283486, ""min_samples_leaf"": 22, ""n_estimators"": 142}",27324bbc406544a4,256351,8215.438550146824,0.3535010191664152,0.46372439439571633,0.6261355990279289,0.23605932394079285,0.22853804861472096,0.553125,0.7763482569173158,0.0019019987105093489
forest_random_search_3y-2seeds__label_3y_beat_spy__r38__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 10, ""max_features"": 0.31757, ""max_samples"": 0.668022, ""min_samples_leaf"": 34, ""n_estimators"": 313}",d84944069b7154eb,256351,8215.438550146824,0.3535010191664152,0.4635858186850783,0.6290109521602929,0.23555163989043335,0.22853804861472096,0.553125,0.7830235607564031,0.0019019987105093489
forest_random_search_3y-2seeds__label_3y_beat_spy__r36__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 6, ""max_features"": 0.131801, ""max_samples"": 0.477426, ""min_samples_leaf"": 66, ""n_estimators"": 224}",3164388f71fc9d4e,256351,8215.438550146824,0.3535010191664152,0.4669167548510248,0.6271151143498574,0.23727718521013708,0.22853804861472096,0.553125,0.7164667870999484,0.0019019987105093489
forest_random_search_3y-2seeds__label_3y_beat_spy__r43__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 15, ""max_features"": 0.252378, ""max_samples"": 0.499691, ""min_samples_leaf"": 334, ""n_estimators"": 161}",5e99c437130be8a0,256351,8215.438550146824,0.3535010191664152,0.46697799915628246,0.6254043396448024,0.2372360512561393,0.22853804861472096,0.55,0.7387341034888927,0.0018912529550827422
forest_random_search_3y-2seeds__label_3y_beat_spy__r10__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 14, ""max_features"": 0.429357, ""max_samples"": 0.344164, ""min_samples_leaf"": 180, ""n_estimators"": 355}",e596acc7d5e45d99,256351,8215.438550146824,0.3535010191664152,0.46503347451471233,0.6252739789514952,0.23722521455066015,0.22853804861472096,0.55,0.7546873518554231,0.0018912529550827422
forest_random_search_3y-2seeds__label_3y_beat_spy__r43__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 15, ""max_features"": 0.252378, ""max_samples"": 0.499691, ""min_samples_leaf"": 334, ""n_estimators"": 161}",31dbd3bfa3f6c107,256351,8215.438550146824,0.3535010191664152,0.4669999296893761,0.6253594957523321,0.23698867424420014,0.22853804861472096,0.55,0.7357772963443928,0.0018912529550827422
forest_random_search_3y-2seeds__label_3y_beat_spy__r1__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": 0.746969, ""max_samples"": 0.593032, ""min_samples_leaf"": 30, ""n_estimators"": 491}",bfff54c9cfbf264c,256351,8215.438550146824,0.3535010191664152,0.46296603607958087,0.6283187374045427,0.23505739919417595,0.22853804861472096,0.546875,0.7940356322289855,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r27__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 11, ""max_features"": 0.453436, ""max_samples"": 0.220807, ""min_samples_leaf"": 98, ""n_estimators"": 133}",1ac4e47d50a5a22e,256351,8215.438550146824,0.3535010191664152,0.46490081217052376,0.6255996609489478,0.23743530072558036,0.22853804861472096,0.546875,0.758359214471964,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r49__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": 0.663435, ""max_samples"": 0.677812, ""min_samples_leaf"": 50, ""n_estimators"": 295}",41ed90b73c583f29,256351,8215.438550146824,0.3535010191664152,0.4627403862952707,0.6226441416139179,0.23946860925899618,0.22853804861472096,0.546875,0.7122268582060777,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r16__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 14, ""max_features"": 0.298849, ""max_samples"": 0.229151, ""min_samples_leaf"": 49, ""n_estimators"": 467}",feb47d2bf6eb3ced,256351,8215.438550146824,0.3535010191664152,0.4656590294936279,0.6279798675900549,0.23648927756791407,0.22853804861472096,0.546875,0.7617419127299309,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r16__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 14, ""max_features"": 0.298849, ""max_samples"": 0.229151, ""min_samples_leaf"": 49, ""n_estimators"": 467}",26cf51fd7abbe659,256351,8215.438550146824,0.3535010191664152,0.4661751125664614,0.6279063863308543,0.2363227960779366,0.22853804861472096,0.546875,0.7607156263484607,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r44__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": 0.363775, ""max_samples"": 0.588702, ""min_samples_leaf"": 457, ""n_estimators"": 300}",43025a454ab89fb3,256351,8215.438550146824,0.3535010191664152,0.4658791813277786,0.623507473699277,0.23824143699707667,0.22853804861472096,0.546875,0.7226277855746099,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r34__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": 0.192289, ""max_samples"": 0.53612, ""min_samples_leaf"": 49, ""n_estimators"": 197}",6df183eef31e5ed7,256351,8215.438550146824,0.3535010191664152,0.4647542409555139,0.6282374690405114,0.23556130445465207,0.22853804861472096,0.546875,0.7675827840390694,0.0018805071996561358
forest_random_search_3y-2seeds__label_3y_beat_spy__r34__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": 0.192289, ""max_samples"": 0.53612, ""min_samples_leaf"": 49, ""n_estimators"": 197}",5eb991803d9ddebb,256351,8215.438550146824,0.3535010191664152,0.46530874994774796,0.628398994781729,0.23551201984224493,0.22853804861472096,0.54375,0.7671326062765972,0.0018697614442295294
forest_random_search_3y-2seeds__label_3y_beat_spy__r29__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 7, ""max_features"": 0.593902, ""max_samples"": 0.373435, ""min_samples_leaf"": 134, ""n_estimators"": 470}",19541e7a5cbd46d0,256351,8215.438550146824,0.3535010191664152,0.4642097067915712,0.625390511528702,0.23716131151688732,0.22853804861472096,0.54375,0.7620360946935281,0.0018697614442295294
forest_random_search_3y-2seeds__label_3y_beat_spy__r22__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 16, ""max_features"": 0.872294, ""max_samples"": 0.549854, ""min_samples_leaf"": 47, ""n_estimators"": 406}",80c0ba9045596288,256351,8215.438550146824,0.3535010191664152,0.46297595809352954,0.6276705157873922,0.23505914024130753,0.22853804861472096,0.54375,0.7966495361833792,0.0018697614442295294
forest_random_search_3y-2seeds__label_3y_beat_spy__r9__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": 0.695225, ""max_samples"": 0.356183, ""min_samples_leaf"": 291, ""n_estimators"": 433}",ce4c7ab5a3ba05a8,256351,8215.438550146824,0.3535010191664152,0.46390755569672204,0.622990858722849,0.23891065223514535,0.22853804861472096,0.54375,0.7377502603466108,0.0018697614442295294
forest_random_search_3y-2seeds__label_3y_beat_spy__r28__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 7, ""max_features"": 0.222846, ""max_samples"": 0.251701, ""min_samples_leaf"": 133, ""n_estimators"": 418}",b7866a2f3f468d1d,256351,8215.438550146824,0.3535010191664152,0.46701976784436616,0.6258493821595079,0.23715489713670027,0.22853804861472096,0.54375,0.7331500599116034,0.0018697614442295294
forest_random_search_3y-2seeds__label_3y_beat_spy__r39__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 7, ""max_features"": 0.943519, ""max_samples"": 0.645839, ""min_samples_leaf"": 223, ""n_estimators"": 274}",21e33b3da35ceb81,256351,8215.438550146824,0.3535010191664152,0.4623224734335156,0.6235641731030528,0.23704079927616142,0.22853804861472096,0.54375,0.7746833331796232,0.0018697614442295294
forest_random_search_3y-2seeds__label_3y_beat_spy__r11__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 14, ""max_features"": 0.106258, ""max_samples"": 0.593462, ""min_samples_leaf"": 170, ""n_estimators"": 180}",91c3c80b141bab34,256351,8215.438550146824,0.3535010191664152,0.46777171357799197,0.6265682845732972,0.2360378088463782,0.22853804861472096,0.540625,0.7360909001086913,0.0018590156888029228
forest_random_search_3y-2seeds__label_3y_beat_spy__r45__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.111846, ""max_samples"": 0.314828, ""min_samples_leaf"": 31, ""n_estimators"": 157}",919ea28bcc9b3e3e,256351,8215.438550146824,0.3535010191664152,0.46529819055083765,0.6276896935450236,0.23663142994724862,0.22853804861472096,0.540625,0.7441748070762592,0.0018590156888029228
forest_random_search_3y-2seeds__label_3y_beat_spy__r19__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.492596, ""max_samples"": 0.280636, ""min_samples_leaf"": 100, ""n_estimators"": 389}",589f68d9f399cd7d,256351,8215.438550146824,0.3535010191664152,0.46536668990645935,0.6263666549235808,0.23683546700334768,0.22853804861472096,0.540625,0.7652745262862789,0.0018590156888029228
forest_random_search_3y-2seeds__label_3y_beat_spy__r22__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 16, ""max_features"": 0.872294, ""max_samples"": 0.549854, ""min_samples_leaf"": 47, ""n_estimators"": 406}",fead832e22c46d5d,256351,8215.438550146824,0.3535010191664152,0.46304099111820196,0.6277251537301216,0.23507818346231932,0.22853804861472096,0.540625,0.7968954582202163,0.0018590156888029228
